srd_id,srd_full_id,srd_title,target,req_id,req_section,req_text,text_length,has_code_block,weight,state,release_id,acceptance_criteria_count,package_contract_signature
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R3.1,R3,Must apply the DiffTest.Normalize function (if non-nil) to both binaries' stdout and stderr before comparison.,110,False,1,uncertain,rel00.0,3,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R3.2,R3,Must compare normalized stdout byte-for-byte. Any difference must be reported as a test failure.,96,False,1,uncertain,rel00.0,2,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R3.3,R3,Must compare normalized stderr byte-for-byte. Any difference must be reported as a test failure.,96,False,1,uncertain,rel00.0,3,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R3.4,R3,Must compare exit codes exactly. A difference must be reported as a test failure.,81,False,1,uncertain,rel00.0,2,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R3.5,R3,"Must report divergence with the following information in the failure message: the DiffTest args, the stdin content (truncated to 256 bytes if longer), the reference binary stdout, the Go binary stdout, the reference stderr, the Go stderr, and both exit codes.",259,False,1,uncertain,rel00.0,3,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R3.6,R3,Must run each DiffTest as a named subtest (t.Run) so individual test case failures are identifiable in go test output.,118,False,1,uncertain,rel00.0,2,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R4.1,R4,Must allow per-DiffTest normalization via the Normalize field. The function receives the raw output bytes and returns the normalized bytes.,139,False,1,uncertain,rel00.0,2,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R4.2,R4,Must provide a built-in TimestampNormalizer that replaces common strftime timestamp patterns with a fixed placeholder string. This normalizer is used by cmd/ts tests.,166,False,1,uncertain,rel00.0,1,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R4.3,R4,"Must allow normalizers to be composed: the harness must accept a slice of Normalize
functions applied in order, not a single function. When the slice is nil or empty,
no normalization is applied.
",196,False,1,uncertain,rel00.0,1,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R4.4,R4,"Must provide func ComposeNormalizers(fns ...NormalizeFunc) NormalizeFunc that returns
a single NormalizeFunc applying the given functions in order. This is a convenience
for cmd/ test files that combine multiple normalizers:

  normalize := testutils.ComposeNormalizers(
      testutils.TimestampNormalizer,
      customNormalizer,
  )
",336,True,1,uncertain,rel00.0,1,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R5.1,R5,"Must support utilities whose primary output is a file rather than stdout (sponge,
cp, mv). DiffTest.ExpectedFiles is a map[string][]byte where keys are file paths
relative to the working directory and values are the expected byte content after
execution. When ExpectedFiles is non-nil, the harness checks each entry after both
binaries complete.
",346,False,1,uncertain,rel00.0,2,
srd001,srd001-testutils,pkg/testutils: Differential Testing Harness,pkg/testutils,R5.2,R5,"Must compare each ExpectedFiles entry byte-for-byte against the file produced by
the Go binary. Any difference must be reported as a test failure with the same
format as stdout divergence: file path, expected content (from reference), actual
content (from Go binary). Missing files must also be reported as failures.
",317,False,1,uncertain,rel00.0,2,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.1,R1,"Must provide func TerminalWidth() (int, error) that returns the current terminal column count by calling ioctl(TIOCGWINSZ) on stdout. Returns an error (not panic) when stdout is not a terminal or when ioctl fails.",213,False,1,complete,rel00.0,6,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.2,R1,Must use golang.org/x/sys/unix (the project's only external dependency) to perform the TIOCGWINSZ ioctl; must not shell out to tput or stty and must not import golang.org/x/term.,178,False,1,complete,rel00.0,4,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.3,R1,"Must provide func IsTerminal(fd uintptr) bool that returns true when the file
descriptor refers to a terminal, and false otherwise. Implementation: call
golang.org/x/sys/unix.IoctlGetWinsize(int(fd), unix.TIOCGWINSZ) and return
err == nil. Returns false for pipes, regular files, and non-terminal descriptors.
The caller (pkg/format ColorEnabled) is responsible for extracting the fd from an
io.Writer via type assertion to *os.File. Required by pkg/format to suppress color
output when stdout is redirected.
",509,False,1,complete,rel00.0,4,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.4,R1,Utility context — ls (ls.c:2281): ls uses struct winsize to determine column count for its default multi-column layout and for the -w/--width flag default.,155,False,1,complete,rel00.0,4,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.5,R1,"Must provide func InstallSIGPIPEHandler() that installs a SIGPIPE handler causing the
process to exit 0 when stdout or stderr is closed by a downstream consumer.
Implementation: use signal.Notify(c, syscall.SIGPIPE) with a buffered channel of
size 1; in a dedicated goroutine call os.Exit(0) when the channel receives. Must not
use signal.Ignore so that deferred cleanup functions do not run on SIGPIPE (matching
GNU behavior where SIGPIPE terminates silently).
",462,False,1,complete,rel00.0,6,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.6,R1,InstallSIGPIPEHandler must be safe to call multiple times; only one goroutine per invocation is started.,104,False,1,complete,rel00.0,4,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R1.7,R1,"Utility context — ls (ls.c:1600-1620): ls installs a SIGPIPE handler via sigaction so that piping ls output to head does not produce a broken-pipe error message. du, find, and xargs have the same requirement.",208,False,1,complete,rel00.0,6,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R2.1,R2,"Must provide func Stat(path string) (*FileInfo, error) and func Lstat(path string) (*FileInfo, error). Stat follows symbolic links (equivalent to os.Stat); Lstat does not follow symbolic links (equivalent to os.Lstat). Both return a *FileInfo populated from syscall.Stat_t.",273,False,1,complete,rel00.0,3,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R2.2,R2,"FileInfo must be defined as the following named struct in package sys:

  type FileInfo struct {
      Mode    os.FileMode // file mode and type bits (from syscall.Stat_t.Mode)
      Size    int64       // apparent file size in bytes (st_size)
      Nlink   uint64      // hard-link count (st_nlink)
      Uid     uint32      // owner user ID (st_uid)
      Gid     uint32      // owner group ID (st_gid)
      Rdev    uint64      // device ID for special files (st_rdev)
      Dev     uint64      // device ID of the containing filesystem (st_dev)
      Ino     uint64      // inode number (st_ino)
      Blocks  int64       // number of 512-byte blocks allocated (st_blocks)
      Blksize int64       // preferred I/O block size (st_blksize)
      ModTime time.Time   // modification time (st_mtime / st_mtimespec)
      Info    os.FileInfo // underlying os.FileInfo for os package compatibility
  }
",902,True,1,complete,rel00.0,1,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R2.3,R2,Must abstract the Darwin/Linux divergence in struct field names (st_mtimespec on Darwin vs st_mtim on Linux; st_blocks interpretation) so callers use a single API regardless of target platform.,193,False,1,complete,rel00.0,1,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R2.4,R2,"Utility context — ls (ls.c:213, 371): ls needs Nlink, Uid, Gid, Rdev, Mode for -l format; Blocks for -s; Ino for -i.",116,False,1,complete,rel00.0,1,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R2.5,R2,"Utility context — du (du.c:554): du needs Dev and Ino for hard-link deduplication, and Blocks for physical block-count accumulation.",132,False,1,complete,rel00.0,1,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R2.6,R2,"Utility context — find (find/ftsfind.c:172): find predicates (-type, -size, -newer, -perm, -uid, -gid) require Mode, Size, ModTime, Uid, Gid, Nlink from the stat struct.",169,False,1,complete,rel00.0,1,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R3.1,R3,"Must provide func OnTerminalResize(callback func(width int)) that registers a SIGWINCH handler. When the terminal is resized, the handler calls TerminalWidth() and invokes the callback with the new width. If TerminalWidth() returns an error the callback is not invoked.
",270,False,1,complete,rel00.0,3,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R3.2,R3,Must support multiple calls to OnTerminalResize; each registered callback must be called on resize. Callbacks are called in registration order.,143,False,1,complete,rel00.0,1,
srd002,srd002-sys,pkg/sys: Syscall Abstractions,pkg/sys,R3.3,R3,"Utility context — ls (ls.c:2281, SIGWINCH registration): ls re-queries terminal width on SIGWINCH to re-format output when the terminal window is resized during a long listing.",176,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R1.1,R1,"Must provide a Columns(entries []string, termWidth int) [][]string function that distributes entries into the maximum number of columns that fit within termWidth, using the longest entry in each column to determine column width.",228,False,1,complete,rel00.0,4,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R1.2,R1,"Must provide a PadRight(s string, width int) string and PadLeft(s string, width int) string function for left- and right-aligned field padding within a fixed-width column.",171,False,1,complete,rel00.0,4,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R1.3,R1,"Must treat multi-byte Unicode characters correctly: column width must be computed from display width (rune count via utf8.RuneCountInString), not byte count. East-asian full-width character handling is deferred; rune count is sufficient for ASCII-dominant utility output in the current roadmap.",294,False,1,complete,rel00.0,4,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R1.4,R1,"Utility context — ls (ls.c multi-column layout): ls default output places filenames in as many columns as fit in the terminal width. Column widths are computed from the longest filename in each column, not the global maximum.",225,False,1,complete,rel00.0,4,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.1,R2,"Must provide a FileTypeColor(mode os.FileMode) string function that returns the ANSI escape sequence for a file's type (directory, symlink, executable, block device, character device, socket, pipe, regular file).",212,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.2,R2,"Must provide a Reset() string constant or function that returns the ANSI reset sequence (""\033[0m"").",100,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.3,R2,"Must provide a ColorEnabled(w io.Writer) bool function that returns true only when w is a TTY. Implementation: attempt a type assertion to *os.File; if it fails return false; call pkg/sys.IsTerminal(f.Fd()) which returns true when the file descriptor is a terminal (detected via TIOCGWINSZ ioctl), and false for pipes, regular files, and non-terminal descriptors. When ColorEnabled returns false, FileTypeColor must return an empty string and Reset must return an empty string.
",478,False,1,complete,rel00.0,2,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.4,R2,"Must use the same color assignments as GNU ls LS_COLORS defaults: directory=34 (blue), symlink=36 (cyan), executable=32 (green), block device=33;1 (yellow bold), character device=33;1 (yellow bold), socket=35 (magenta), pipe=33 (yellow), regular=0 (reset/default).",264,False,1,complete,rel00.0,2,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.5,R2,"Utility context — ls (ls.c:103 includes dircolors.h, ls.c:273 get_color_indicator): ls outputs ANSI escapes before and after each filename in colorized mode. Color is suppressed when stdout is not a TTY or when --color=never is set.",232,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.6,R2,"Must provide func SetColorEnabled(enabled bool) that overrides the automatic TTY
detection from ColorEnabled. When set to true, FileTypeColor and Reset return ANSI
sequences regardless of whether stdout is a TTY. When set to false, they return
empty strings regardless. This supports --color=always and --color=never flags in
utilities like ls. The override is process-global.
",377,False,1,complete,rel00.0,2,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R2.7,R2,"Must provide func ResetColorEnabled() that clears any override set by
SetColorEnabled, reverting to automatic TTY detection via ColorEnabled. Utilities
must call ResetColorEnabled in deferred cleanup or test teardown to avoid leaking
the override across test cases.
",266,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R3.1,R3,"Must provide func HumanSize(bytes int64, opts HumanSizeOpts) string that converts a byte count to a human-readable string. HumanSizeOpts is defined as:

  type HumanSizeOpts struct {
      Binary bool // true = 1024-based with suffixes K/M/G/T/P/E (default); false = SI 1000-based with suffixes kB/MB/GB/TB
  }
",311,True,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R3.2,R3,"When opts.Binary is true (the default zero value), use base 1024 and suffixes []string{"""", ""K"", ""M"", ""G"", ""T"", ""P"", ""E""}. When opts.Binary is false, use base 1000 and suffixes []string{"""", ""kB"", ""MB"", ""GB"", ""TB""}.
",214,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R3.3,R3,"Must format the output to at most one decimal place when the value is not an integer at the chosen unit (e.g., 1536 bytes must produce ""1.5K"", not ""2K"").",153,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R3.4,R3,"Must return ""0"" for a zero byte count regardless of the unit mode.",66,False,1,complete,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R3.5,R3,"Utility context — ls (ls.c -h flag, human_output_opts): ls -h shows file sizes in human-readable form in -l output. The same conversion applies to ls -s (block counts).",168,False,1,uncertain,rel00.0,1,
srd003,srd003-format,pkg/format: Output Formatting,pkg/format,R3.6,R3,"Utility context — du (du.c:153 human_output_opts, du.c:442 human_readable()): du -h outputs directory sizes as human-readable strings. du uses the same binary/SI distinction as ls -h.",183,False,1,uncertain,rel00.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R1.1,R1,Must read stdin line by line (newline-delimited). Each line must be written to stdout prefixed by a timestamp and a single space.,129,False,1,complete_with_failures,rel15.0,4,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R1.2,R1,"The default timestamp format must be ""%b %d %H:%M:%S"" (strftime, e.g. ""Feb 19 14:05:32""). The format must be evaluated at the time each line is received, not at startup.",169,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R1.3,R1,Must flush stdout after each line so that downstream consumers receive timestamps in real time.,95,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R1.4,R1,Must preserve the original newline at the end of each line; must not add an extra newline.,90,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R1.5,R1,Must pass through partial lines (lines not terminated by a newline at EOF) with a timestamp prefix.,99,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R1.6,R1,Exit code must be 0 after stdin is closed with EOF. Must not exit non-zero due to SIGPIPE when stdout is closed by a downstream consumer.,137,False,1,complete_with_failures,rel15.0,4,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R2.1,R2,"Must accept an optional positional argument specifying a custom strftime format string, e.g. ""ts '%Y-%m-%dT%H:%M:%S'"".",118,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R2.2,R2,Must support all standard strftime(3) conversion specifications available on the target platform.,97,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R2.3,R2,"Must support three ts-specific subsecond extensions: %.S (seconds with microsecond suffix, e.g. ""32.001234""), %.s (Unix epoch with microsecond suffix, e.g. ""1708358732.001234""), %.T (HH:MM:SS with microsecond suffix, e.g. ""14:05:32.001234""). These extensions require Time::HiRes in the Perl reference; the Go implementation must use time.Now() sub-nanosecond precision formatted to six decimal places.",401,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R2.4,R2,"When a subsecond extension is used in the format string, must obtain both the second and microsecond components atomically from a single time sample per line.",158,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R3.1,R3,-i must change the timestamp to the time elapsed since the previous line was received. The first line's timestamp is the time elapsed since ts started.,151,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R3.2,R3,"The default format in -i mode must be ""%H:%M:%S"". The TZ environment must be set to GMT so that strftime on a delta-second value produces a correct elapsed string (e.g., 5 seconds since last line → ""00:00:05"").",210,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R3.3,R3,A custom format argument overrides the -i default format. The TZ=GMT behavior still applies.,92,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R3.4,R3,-i and -s are mutually exclusive; passing both must print a usage error to stderr and exit non-zero.,100,False,1,complete_with_failures,rel15.0,5,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R4.1,R4,"-s must change the timestamp to the time elapsed since ts started, increasing monotonically across lines (unlike -i which resets per line).",139,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R4.2,R4,"The default format in -s mode must be ""%H:%M:%S"" with TZ=GMT, same as -i.",73,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R4.3,R4,A custom format argument overrides the -s default format.,57,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R5.1,R5,"-m must use the system's monotonic clock (CLOCK_MONOTONIC via time.Now() in Go, which automatically uses the monotonic reading) instead of the wall clock for timestamp sampling.",177,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R5.2,R5,"-m is compatible with all format modes (-i, -s, default) and with custom format strings including subsecond extensions.",119,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R5.3,R5,"When -m is active, the timestamp must not jump backwards or exhibit discontinuities if the wall clock is adjusted (e.g., by NTP) while ts is running.",149,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R6.1,R6,"-r must scan each input line for known timestamp patterns and replace each match with a human-readable relative age string (e.g., ""15m5s ago"").",143,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R6.2,R6,"Must recognize the following timestamp patterns from the Perl source regex: syslog format (""Jan  5 14:30:00""), ISO-8601 (""2024-01-05T14:30:00.000Z""), RFC 2822 with optional day (""16 Jun 94 07:29:35 GMT""), lastlog format (""Mon Jan  5 14:30"").",241,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R10.1,R10,"When -r and a format string are both given, must convert matched timestamps to the specified format via strftime rather than to a relative string.",146,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R10.2,R10,Lines with no recognizable timestamp must be passed through unchanged.,70,False,1,complete_with_failures,rel15.0,1,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R10.3,R10,-r is mutually exclusive with -i and -s; passing both must print a usage error to stderr and exit non-zero.,107,False,1,complete_with_failures,rel15.0,4,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R7.1,R7,Must exit 0 on clean EOF from stdin.,36,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R7.2,R7,Must exit non-zero and print a usage message to stderr when an unrecognized flag is given.,90,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R7.3,R7,"Must exit non-zero when -r mode is requested but the timestamp parsing dependency (equivalent of Date::Parse) is unavailable. In the Go implementation this means the parsing library must be compiled in, so this condition cannot arise; document the invariant in the implementation.",280,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R8.1,R8,Must respect the TZ environment variable to determine the local time zone for wall-clock timestamps (non -i/-s modes). Setting TZ=UTC must cause timestamps to be in UTC.,169,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R8.2,R8,"In -i and -s modes, must use TZ=GMT internally for elapsed-time formatting regardless of the user's TZ setting, matching the Perl source behavior.",146,False,1,complete_with_failures,rel15.0,3,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R9.1,R9,"Differential tests must use testutils.TimestampNormalizer (type func([]byte) []byte, defined in pkg/testutils) to replace wall-clock timestamps in output with a fixed placeholder before comparing Go and reference binary outputs. Pass it in the DiffTest.Normalize slice. The normalizer matches strftime-formatted patterns such as ""Feb 19 14:05:32"" and replaces them with a fixed string so that wall-clock differences do not cause test failures.
",444,False,1,complete_with_failures,rel15.0,2,
srd004,srd004-ts,cmd/ts: Timestamp Stdin Lines,cmd/ts,R9.2,R9,"Tests must cover: default format, custom strftime format, -s mode, -i mode, -m mode (with monotonic normalization), multi-line stdin, empty stdin, and partial last line (no trailing newline).",191,False,1,complete_with_failures,rel15.0,4,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R1.1,R1,"When no flags are given, must print line count, word count, and byte count (in that order) for each input, matching the wc.c default (print_lines = print_words = print_bytes = true; set at wc.c:862).",199,False,1,complete,rel03.0,2,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R1.2,R1,Must read from stdin when no file arguments are given. Must read from each named file in order when file arguments are given.,125,False,1,complete,rel03.0,3,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R1.3,R1,"Output for each file must be on a single line with counts followed by the filename. For stdin input, no filename is printed.",124,False,1,complete,rel03.0,3,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R1.4,R1,"When more than one file is given, must print a final ""total"" line with the sum of all counts.",93,False,1,complete,rel03.0,2,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R2.1,R2,-l must count newline characters (not logical lines). A file with no trailing newline has a newline count equal to the number of complete lines.,144,False,1,complete,rel03.0,3,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R2.2,R2,"-w must count words, where a word is a maximal sequence of non-whitespace characters. Whitespace is determined by the locale-sensitive isspace() equivalent in Go (unicode.IsSpace).",180,False,1,complete,rel03.0,3,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R2.3,R2,-c must count bytes. -c and -m are mutually exclusive in output but may be passed together; -m takes precedence when both are given (matching wc.c behavior where print_chars overrides print_bytes display).,205,False,1,complete,rel03.0,2,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R2.4,R2,"-m must count characters (Unicode code points), not bytes. When the input is valid UTF-8, this is the rune count. When the input contains invalid UTF-8, each invalid byte counts as one character.",195,False,1,complete,rel03.0,2,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R2.5,R2,"-L must print the length of the longest line in the input, measured in display columns (tab-expanded, treating each tab as advancing to the next multiple of 8). -L is independent of other flags and may be combined with any of them.",231,False,1,complete,rel03.0,2,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R2.6,R2,"When flags are combined, must print each requested count in the order: lines (-l), words (-w), chars (-m) or bytes (-c), max-line-length (-L). This is the fixed output column order from wc.c:237-247, not the flag order given by the user.",237,False,1,complete,rel03.0,3,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R3.1,R3,"When multiple files are given, each line must right-align counts in columns wide enough for the largest count in that column across all files. This matches GNU wc's dynamic column-width behavior.",195,False,1,complete,rel03.0,2,
srd005,srd005-wc,"cmd/wc: Count Lines, Words, and Bytes",cmd/wc,R3.2,R3,"The total line must use the label ""total"" (not a filename). The counts in the total line must be the arithmetic sum of counts from all files.",141,False,1,complete,rel03.0,1,
